Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
445121,The Scientific Revolution,Steven Shapin,"Shapin, Steven",,"=""0226750213""","=""9780226750217""",0,3.61,University of Chicago Press,Paperback,232,1998,1996,,2021/04/10,to-read,to-read (#290),to-read,,,,0,0
15803733,The Double Helix: Annotated and Illustrated,James D. Watson,"Watson, James D.","Alexander Gann, Jan Witkowski","=""1476715491""","=""9781476715490""",0,4.08,Simon  Schuster,Hardcover,368,2012,2012,,2021/04/10,to-read,to-read (#289),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.21,Crown Publishing Group (NY),Paperback,544,2004,2003,,2021/04/10,to-read,to-read (#288),to-read,,,,0,0
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.97,Walker Books,Hardcover,184,2005,1995,,2021/04/10,to-read,to-read (#287),to-read,,,,0,0
7247854,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,"Kean, Sam",,"=""0316051640""","=""9780316051644""",0,3.92,"Little, Brown and Company",Hardcover,394,2010,2010,,2021/04/10,to-read,to-read (#286),to-read,,,,0,0
4371507,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,Richard  Holmes,"Holmes, Richard",,"=""0007149522""","=""9780007149520""",0,3.97,HarperPress,Hardcover,380,2009,2008,,2021/04/10,to-read,to-read (#284),to-read,,,,0,0
9449985,"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World",Edward Dolnick,"Dolnick, Edward",,"=""006171951X""","=""9780061719516""",0,3.94,Harper,Hardcover,378,2011,2011,,2021/04/10,to-read,to-read (#285),to-read,,,,0,0
485857,"The Beginnings of Western Science: The European Scientific Tradition in Philosophical, Religious, and Institutional Context, 600 B.C. to A.D. 1450",David C. Lindberg,"Lindberg, David C.",,"=""0226482316""","=""9780226482316""",0,4.09,University Of Chicago Press,Paperback,455,1992,1992,,2021/04/10,to-read,to-read (#283),to-read,,,,0,0
40941,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,"Gribbin, John",,"=""0812967887""","=""9780812967883""",0,4.11,Random House Trade Paperbacks,Paperback,672,2004,2002,,2021/04/10,to-read,to-read (#282),to-read,,,,0,0
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""1594489254""","=""9781594489259""",0,3.89,Riverhead Books,Hardcover,299,2006,2006,,2021/04/10,to-read,to-read (#281),to-read,,,,0,0
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,4.29,Knopf,Hardcover,473,2015,2015,,2021/04/10,to-read,to-read (#279),to-read,,,,0,0
18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,"Sobel, Dava",,"=""0140280553""","=""9780140280555""",0,3.74,Penguin Books (NYC),Paperback,420,2000,1999,,2021/04/10,to-read,to-read (#280),to-read,,,,0,0
25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,"Winchester, Simon",,"=""0060931809""","=""9780060931803""",0,3.81,Perennial,Paperback,329,2002,2001,,2021/04/10,to-read,to-read (#278),to-read,,,,0,0
7054123,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,"Blum, Deborah",,"=""1594202435""","=""9781594202438""",0,4.00,Penguin Press,Hardcover,319,2010,2010,,2021/04/10,to-read,to-read (#276),to-read,,,,0,0
22693086,The Invention of Science: The Scientific Revolution from 1500 to 1750,David Wootton,"Wootton, David",,"=""006175952X""","=""9780061759529""",0,3.88,Harper,Hardcover,464,2015,2015,,2021/04/10,to-read,to-read (#277),to-read,,,,0,0
29496512,The Glass Universe: How the Ladies of the Harvard Observatory Took the Measure of the Stars,Dava Sobel,"Sobel, Dava",,"=""0670016950""","=""9780670016952""",0,3.58,Viking,Hardcover,336,2016,2016,,2021/04/10,to-read,to-read (#273),to-read,,,,0,0
11256934,A More Perfect Heaven: How Copernicus Revolutionized the Cosmos,Dava Sobel,"Sobel, Dava",,"=""0802717934""","=""9780802717931""",0,3.67,Walker & Company,Kindle Edition,273,2011,2011,,2021/04/10,to-read,to-read (#274),to-read,,,,0,0
126061,The Double Helix,James D. Watson,"Watson, James D.",,"=""0451037707""","=""9780451037701""",0,3.85,Signet Books,Paperback,143,1969,1968,,2021/04/10,to-read,to-read (#275),to-read,,,,0,0
561275,Ingenious Pursuits: Building the Scientific Revolution,Lisa Jardine,"Jardine, Lisa",,"=""0385720017""","=""9780385720014""",0,3.82,Anchor,Paperback,464,2000,1999,,2021/04/10,to-read,to-read (#270),to-read,,,,0,0
22328555,To Explain the World: The Discovery of Modern Science,Steven Weinberg,"Weinberg, Steven",,"=""0062346652""","=""9780062346650""",0,3.77,Harper,Hardcover,432,2015,2015,,2021/04/10,to-read,to-read (#271),to-read,,,,0,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.32,Scribner,Hardcover,571,2010,2010,,2021/04/10,to-read,to-read (#272),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,,2021/04/10,to-read,to-read (#268),to-read,,,,0,0
16614,"Leviathan and the Air-Pump: Hobbes, Boyle, and the Experimental Life",Steven Shapin,"Shapin, Steven",Simon Schaffer,"=""0691024324""","=""9780691024325""",0,4.02,Princeton University Press,Paperback,440,1989,1985,,2021/04/10,to-read,to-read (#269),to-read,,,,0,0
10967,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,"Gabaldon, Diana",Janos Farkas,"=""0440221668""","=""9780440221661""",0,4.25,Dell,Mass Market Paperback,1443,2005,2001,,2021/04/10,to-read,to-read (#267),to-read,,,,0,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",0,4.06,Random House,Paperback,498,2006,1994,,2021/04/10,to-read,to-read (#266),to-read,,,,0,0
546018,Roots: The Saga of an American Family,Alex Haley,"Haley, Alex",,"=""0440174643""","=""9780440174646""",0,4.44,Dell Publishing Company,Mass Market Paperback,888,1980,1976,,2021/04/10,to-read,to-read (#265),to-read,,,,0,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",0,4.37,"Little, Brown",ebook,300,2019,2019,,2021/04/10,to-read,to-read (#264),to-read,,,,0,0
827276,Travel Light,Naomi Mitchison,"Mitchison, Naomi",,"=""1931520143""","=""9781931520140""",0,3.74,Peapod Classics,Paperback,135,2005,1952,,2021/04/10,to-read,to-read (#263),to-read,,,,0,0
48618216,His Father's Disease: Stories,Aruni Kashyap,"Kashyap, Aruni",,"=""""","=""9388754583""",0,4.08, Context ,Hardcover,,2019,,,2021/04/09,to-read,to-read (#262),to-read,,,,0,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",0,4.00,Harper,Paperback,228,2005,1983,,2021/04/09,to-read,to-read (#261),to-read,,,,0,0
35133064,"The Widows of Malabar Hill (Perveen Mistry, #1)",Sujata Massey,"Massey, Sujata",,"=""1616957786""","=""9781616957780""",0,3.93,Soho Press,Hardcover,385,2018,2018,,2021/04/09,to-read,to-read (#260),to-read,,,,0,0
53916141,"The Duke Heist (The Wild Wynchesters, #1)",Erica Ridley,"Ridley, Erica",,"=""1538719525""","=""9781538719527""",0,3.90,Forever,Mass Market Paperback,332,2021,2021,,2021/04/08,to-read,to-read (#259),to-read,,,,0,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.87,Sourcebooks Landmark,Hardcover,432,2018,2018,,2021/04/08,to-read,to-read (#258),to-read,,,,0,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",0,4.17,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2021/04/08,to-read,to-read (#257),to-read,,,,0,0
42201431,The Unhoneymooners,Christina Lauren,"Lauren, Christina",,"=""""","=""""",0,3.97,Gallery Books,Paperback,400,2019,2019,,2021/04/08,to-read,to-read (#256),to-read,,,,0,0
30025336,All the Crooked Saints,Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545930804""","=""9780545930802""",0,3.81,Scholastic Press,Hardcover,320,2017,2017,,2021/04/08,to-read,to-read (#255),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,,2021/04/08,to-read,to-read (#254),to-read,,,,0,0
42925495,Milk Teeth,Amrita Mahale,"Mahale, Amrita",,"=""9387894320""","=""9789387894327""",0,3.80,Westland Publications,Paperback,311,2018,2018,,2021/04/08,to-read,to-read (#253),to-read,,,,0,0
52933610,Paper Moon,Rehana Munir,"Munir, Rehana",,"=""9353574005""","=""9789353574000""",0,3.68,HarperCollins India,Paperback,312,2020,,,2021/04/08,to-read,to-read (#252),to-read,,,,0,0
43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Mackesy, Charlie",,"=""1529105102""","=""9781529105100""",0,4.57,Ebury Press,Hardcover,128,2019,2019,,2021/04/07,to-read,to-read (#251),to-read,,,,0,0
859495,Look Back in Anger,John Osborne,"Osborne, John",,"=""0140481753""","=""9780140481754""",0,3.56,Penguin Books,Paperback,96,1982,1957,,2021/04/07,to-read,to-read (#250),to-read,,,,0,0
33385229,They Both Die at the End,Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",4,3.82,Quill Tree Books,Hardcover,389,2017,2017,2021/04/07,2021/04/06,,,read,Being able to read is a fucking prison.,,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",0,4.18,Riverhead Books,Hardcover,343,2020,2020,,2021/04/07,to-read,to-read (#249),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.65,Tor Books,Hardcover,1007,2010,2010,,2021/04/07,to-read,to-read (#248),to-read,,,,0,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,"=""0753453800""","=""9780753453803""",0,3.84,Kingfisher,Hardcover,311,2001,1883,,2021/04/06,to-read,to-read (#247),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.14,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2021/04/06,to-read,to-read (#246),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",0,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,2021/04/06,to-read,to-read (#244),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.24,"Little, Brown and Company",ebook,449,2013,1938,,2021/04/06,to-read,to-read (#245),to-read,,,,0,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles","Joe L. Wheeler, John Leech","=""1561797464""","=""9781561797462""",0,4.07,Bethany House Publishers ,Paperback,104,1999,1843,,2021/04/06,to-read,to-read (#243),to-read,,,,0,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин, Mobile Classics, Силвия Желева","=""""","=""""",0,4.08,Penguin Books,Paperback,409,2003,1811,,2021/04/06,to-read,to-read (#241),to-read,,,,0,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",Alfred Liebfeld,"=""067001690X""","=""9780670016907""",0,3.99,Viking,Hardcover,479,2014,1939,,2021/04/06,to-read,to-read (#242),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",0,4.04,Penguin Books,Paperback,474,2003,1815,,2021/04/06,to-read,to-read (#240),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.33,Knopf,Hardcover,433,2006,2006,,2021/04/06,to-read,to-read (#238),to-read,,,,0,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,3.84,Barnes & Noble Classics,Paperback,260,2005,1817,,2021/04/06,to-read,to-read (#239),to-read,,,,0,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.26,Dial Press Trade Paperback,Paperback,448,2005,1982,,2021/04/06,to-read,to-read (#237),to-read,,,,0,0
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.07,Avon Books,Mass Market Paperback,478,1975,1972,,2021/04/06,to-read,to-read (#236),to-read,,,,0,0
44062011,The Passengers,John Marrs,"Marrs, John",,"=""1984806971""","=""9781984806970""",4,4.08,Berkley Books,Hardcover,411,2019,2019,2021/04/06,2021/04/05,,,read,It had so much potential to be a battle ground of morals and it did achieve some of it. Really a good thriller.,,,1,0
12395,Journey to the End of the Night,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand","Ralph Manheim, Angela Cismaş, William T. Vollmann","=""0811216543""","=""9780811216548""",0,4.20,New Directions,Paperback,453,2006,1932,,2021/04/06,to-read,to-read (#235),to-read,,,,0,0
44436221,Interior Chinatown,Charles Yu,"Yu, Charles",,"=""""","=""""",0,3.99,Pantheon Books,Hardcover,288,2020,2020,,2021/04/06,to-read,to-read (#234),to-read,,,,0,0
41071389,The Eighth Life,Nino Haratischwili,"Haratischwili, Nino","Charlotte Collins, Ruth   Martin","=""191161746X""","=""9781911617464""",0,4.51,Scribe UK,Hardcover,944,2019,2014,,2021/04/06,to-read,to-read (#233),to-read,,,,0,0
50403464,Dark Archives: A Librarian's Investigation Into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,"Rosenbloom, Megan",,"=""0374134707""","=""9780374134709""",0,4.06,"Farrar, Straus and Giroux",Hardcover,275,2020,2020,,2021/04/06,to-read,to-read (#232),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.16,Tor.com,ebook,144,2017,2017,,2021/04/06,to-read,to-read (#231),to-read,,,,0,0
54564213,How to Make the World Add Up: Ten Rules for Thinking Differently About Numbers,Tim Harford,"Harford, Tim",,"=""1408712245""","=""9781408712245""",0,4.14,The Bridge Street Press,Hardcover,352,2020,2020,,2021/04/06,to-read,to-read (#230),to-read,,,,0,0
52196685,The Prettiest Star,Carter Sickels,"Sickels, Carter",,"=""1938235622""","=""9781938235627""",0,4.43,Hub City Press,Hardcover,288,2020,2020,,2021/04/05,to-read,to-read (#229),to-read,,,,0,0
32075662,"Our Dark Duet (Monsters of Verity, #2)",Victoria Schwab,"Schwab, Victoria",,"=""0062380885""","=""9780062380883""",0,4.16,Greenwillow Books,Hardcover,512,2017,2017,,2021/04/05,to-read,to-read (#228),to-read,,,,0,0
12832810,Inferno: The Day Victoria Burned,Roger Franklin,"Franklin, Roger",,"=""1921778067""","=""9781921778063""",0,4.24,The Slattery Media Group,Paperback,266,2010,2009,,2021/04/05,to-read,to-read (#227),to-read,,,,0,0
51323334,"Slaughterhouse-Five, or the Children's Crusade",Ryan North,"North, Ryan","Kurt Vonnegut Jr., Albert Monteys","=""1684156254""","=""9781684156252""",5,4.43,Archaia,Hardcover,192,2020,2020,,2021/04/05,,,read,,,,1,0
35604686,The Astonishing Color of After,Emily X.R. Pan,"Pan, Emily X.R.",,"=""""","=""""",0,4.08,"Little, Brown Books for Young Readers",Hardcover,462,2018,2018,,2021/04/05,to-read,to-read (#226),to-read,,,,0,0
30597,Notre-Dame de Paris | The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",0,4.01,Signet Classics,Paperback,510,2001,1831,,2021/04/05,to-read,to-read (#225),to-read,,,,0,0
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""0735213186""","=""9780735213180""",0,3.71,G.P. Putnam's Sons,Hardcover,346,2018,2018,,2021/04/05,to-read,to-read (#224),to-read,,,,0,0
33294200,The Poet X,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""""","=""""",0,4.40,HarperTeen ,Kindle Edition,368,2018,2018,,2021/04/05,to-read,to-read (#223),to-read,,,,0,0
108615,Offshore,Penelope Fitzgerald,"Fitzgerald, Penelope",,"=""0006542565""","=""9780006542568""",0,3.59,Harper Perennial,Paperback,140,2003,1979,,2021/04/05,to-read,to-read (#222),to-read,,,,0,0
52012902,Eat the Mouth That Feeds You,Carribean Fragoza,"Fragoza, Carribean",,"=""0872868338""","=""9780872868335""",0,3.84,City Lights Books,Paperback,144,2021,2021,,2021/04/05,to-read,to-read (#221),to-read,,,,0,0
56820834,Earth's Wild Music: Celebrating and Defending the Songs of the Natural World,Kathleen Dean Moore,"Moore, Kathleen Dean",,"=""""","=""""",0,4.38,Counterpoint,Kindle Edition,272,2021,2021,,2021/04/05,to-read,to-read (#220),to-read,,,,0,0
3018539,Death with Interruptions,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0151012741""","=""9780151012749""",0,3.99,Houghton Mifflin,Hardcover,238,2008,2005,,2021/04/05,to-read,to-read (#219),to-read,,,,0,0
576745,Memories of My Melancholy Whores,Gabriel García Márquez,"Márquez, Gabriel García",Edith Grossman,"=""140004460X""","=""9781400044603""",0,3.59,Alfred A. Knopf,Hardcover,128,2005,2004,,2021/04/05,to-read,to-read (#218),to-read,,,,0,0
81227,Infidel,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""0743289684""","=""9780743289689""",0,4.18,Free Press,Hardcover,353,2007,2006,,2021/04/05,to-read,to-read (#217),to-read,,,,0,0
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",0,3.73,Jonathan Cape,Hardcover,150,2011,2011,,2021/04/05,to-read,to-read (#216),to-read,,,,0,0
35959199,Barracoon: The Story of the Last “Black Cargo”,Zora Neale Hurston,"Hurston, Zora Neale",Deborah G. Plant,"=""0062748203""","=""9780062748201""",0,4.02,Amistad,Hardcover,171,2018,2018,,2021/04/05,to-read,to-read (#215),to-read,,,,0,0
3683,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",A.N. Roquelaure,"Roquelaure, A.N.",Anne Rice,"=""0451176987""","=""9780451176981""",0,3.24,New American Library ,Paperback,253,1999,1983,,2021/04/05,to-read,to-read (#214),to-read,,,,0,0
43369,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Hitchens, Christopher",,"=""0446579807""","=""9780446579803""",0,3.95,Twelve,Hardcover,307,2007,2007,,2021/04/05,to-read,to-read (#213),to-read,,,,0,0
29780258,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",0,4.49,One World,Hardcover,288,2016,2016,,2021/04/05,to-read,to-read (#212),to-read,,,,0,0
1129813,Slave,Mende Nazer,"Nazer, Mende",,"=""1844081141""","=""9781844081141""",0,4.26,Virago Press,Paperback,326,2004,2002,,2021/04/05,to-read,to-read (#211),to-read,,,,0,0
40483,"Histoire d'O | Story of O (Story of O, #1)",Pauline Réage,"Réage, Pauline",Sabine d'Estree,"=""0345301110""","=""9780345301116""",0,3.31,Ballantine Books,Mass Market Paperback,199,1981,1954,,2021/04/05,to-read,to-read (#210),to-read,,,,0,0
45310112,The Other Side,Kim Holden,"Holden, Kim",,"=""""","=""""",0,4.42,Do Epic LLC,Kindle Edition,347,2019,2019,,2021/04/05,to-read,to-read (#209),to-read,,,,0,0
42431386,The Bookish Life of Nina Hill,Abbi Waxman,"Waxman, Abbi",,"=""0451491874""","=""9780451491879""",0,3.82,Berkley Books,Paperback,333,2019,2019,,2021/04/05,to-read,to-read (#208),to-read,,,,0,0
41443464,The First Girl Child,Amy Harmon,"Harmon, Amy",,"=""1721386971""","=""9781721386970""",0,4.27,Brilliance Audio,MP3 CD,391,2019,2019,,2021/04/05,to-read,to-read (#207),to-read,,,,0,0
45371,The Pedant in the Kitchen,Julian Barnes,"Barnes, Julian",,"=""1843542404""","=""9781843542407""",0,3.66,Atlantic Books,Paperback,160,2004,2003,,2021/04/05,to-read,to-read (#206),to-read,,,,0,0
8596570,West End Girls,Barbara Tate,"Tate, Barbara",,"=""1409120236""","=""9781409120230""",0,4.07,Orion,Paperback,320,2012,2010,,2021/04/05,to-read,to-read (#205),to-read,,,,0,0
18667916,"Nature's Nether Regions: What the Sex Lives of Bugs, Birds, and Beasts Tell Us About Evolution, Biodiversity, and Ourselves",Menno Schilthuizen,"Schilthuizen, Menno",,"=""0670785911""","=""9780670785919""",0,4.12,Viking,Hardcover,256,2014,2014,,2021/04/05,to-read,to-read (#204),to-read,,,,0,0
818675,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William R. Maples,"Maples, William R.",Michael Browning,"=""0385479689""","=""9780385479684""",0,4.04,Broadway Books,Paperback,304,1995,1994,,2021/04/05,to-read,to-read (#203),to-read,,,,0,0
7819270,Adventures among Ants: A Global Safari with a Cast of Trillions,Mark W. Moffett,"Moffett, Mark W.",Edward O. Wilson,"=""0520261992""","=""9780520261990""",0,4.23,University of California Press,Hardcover,288,2010,2010,,2021/04/05,to-read,to-read (#202),to-read,,,,0,0
60653,"Cows, Pigs, Wars, and Witches: The Riddles of Culture",Marvin Harris,"Harris, Marvin",,"=""0679724680""","=""9780679724681""",0,3.92,Vintage,Paperback,288,1989,1974,,2021/04/05,to-read,to-read (#201),to-read,,,,0,0
24331373,Sisters in Law: How Sandra Day O'Connor and Ruth Bader Ginsburg Went to the Supreme Court and Changed the World,Linda R. Hirshman,"Hirshman, Linda R.",,"=""0062238469""","=""9780062238467""",0,3.84,Harper,Hardcover,390,2015,2015,,2021/04/05,to-read,to-read (#200),to-read,,,,0,0
12870468,"Adventures Among Ants, A Global Safari with a Cast of Trillions",Mark W. Moffett,"Moffett, Mark W.",,"=""0520945417""","=""9780520945418""",0,4.23,University of California Press,ebook,288,2010,2010,,2021/04/05,to-read,to-read (#199),to-read,,,,0,0
41817500,Aroused: The History of Hormones and How They Control Just About Everything,Randi Hutter Epstein,"Epstein, Randi Hutter",,"=""0393357082""","=""9780393357080""",0,3.92,W. W. Norton  Company,Paperback,336,2019,2018,,2021/04/05,to-read,to-read (#198),to-read,,,,0,0
32714653,Two in Torquay,Alan Bennett,"Bennett, Alan",,"=""""","=""""",0,4.27,BBC Worldwide Limited,Audible Audio,,2009,2003,,2021/04/05,to-read,to-read (#197),to-read,,,,0,0
45992796,Everything that Makes Us Human: Case Notes of a Children's Brain Surgeon,Jay Jayamohan,"Jayamohan, Jay",,"=""1789291402""","=""9781789291407""",0,4.41,Michael O'Mara,Hardcover,256,2020,2020,,2021/04/05,to-read,to-read (#196),to-read,,,,0,0
43212933,Who Says You're Dead? Medical & Ethical Dilemmas for the Curious & Concerned,Jacob M. Appel,"Appel, Jacob M.",,"=""1616209224""","=""9781616209223""",0,3.91,Algonquin Books,Hardcover,329,2019,2019,,2021/04/05,to-read,to-read (#195),to-read,,,,0,0
28957073,Staying Alive: The Signs That You Have to See a Doctor Right Now (and the Ways to Avoid Having to See One Again),Matthew Hahn,"Hahn, Matthew",,"=""1510713956""","=""9781510713956""",0,3.70,Skyhorse,Paperback,292,2017,,,2021/04/05,to-read,to-read (#194),to-read,,,,0,0
52190034,When We Do Harm: A Doctor Confronts Medical Error,Danielle Ofri,"Ofri, Danielle",,"=""0807037885""","=""9780807037881""",0,4.20,Beacon Press,Hardcover,304,2020,2020,,2021/04/05,to-read,to-read (#193),to-read,,,,0,0
18215062,The Last of the Sun,Alan Bennett,"Bennett, Alan",,"=""""","=""""",0,4.14,,,,2002,2002,,2021/04/05,to-read,to-read (#192),to-read,,,,0,0
49704819,The Restaurant: A History of Eating Out,William Sitwell,"Sitwell, William",,"=""147117963X""","=""9781471179631""",0,3.57,Simon  Schuster UK,ebook,400,2020,2020,,2021/04/05,to-read,to-read (#191),to-read,,,,0,0
49941494,Fake Law: The Truth About Justice in an Age of Lies,The Secret Barrister,"Barrister, The Secret",,"=""1529009944""","=""9781529009941""",0,4.24,Picador,Hardcover,400,2020,2020,,2021/04/05,to-read,to-read (#190),to-read,,,,0,0
129471,Among the Lowest of the Dead: The Culture of Capital Punishment,David von Drehle,"Drehle, David von",,"=""0472031236""","=""9780472031238""",0,4.07,University of Michigan Press,Paperback,496,2006,1994,,2021/04/05,to-read,to-read (#189),to-read,,,,0,0
50403455,Metazoa: Animal Life and the Birth of the Mind,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374207941""","=""9780374207946""",0,3.89,"Farrar, Straus and Giroux",Hardcover,352,2020,2020,,2021/04/05,to-read,to-read (#188),to-read,,,,0,0
51199750,"Some Assembly Required: Decoding Four Billion Years of Life, from Ancient Fossils to DNA",Neil Shubin,"Shubin, Neil",,"=""""","=""""",0,4.13,Pantheon,Hardcover,267,2020,2020,,2021/04/05,to-read,to-read (#187),to-read,,,,0,0
26950,The Custom of the Country,Edith Wharton,"Wharton, Edith","Linda Wagner-Martin, Stephen Orgel, Julie, Pablo, Antonio, Vincent, (伊迪斯·华顿), Zola","=""0143039709""","=""9780143039709""",0,4.04,Penguin Classics,Paperback,370,2006,1913,,2021/04/05,to-read,to-read (#186),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.10,Crown Publishing Group,Hardcover,370,2010,2010,,2021/04/05,to-read,to-read (#185),to-read,,,,0,0
1096390,The Uncommon Reader,Alan Bennett,"Bennett, Alan",,"=""0374280967""","=""9780374280963""",4,3.75,"Farrar, Straus and Giroux",Hardcover,120,2007,2007,2021/04/05,2021/03/10,,,read,So lovely!,,,1,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",3,4.14,St. Martin's Griffin,Paperback,448,2019,2019,2021/04/05,2021/03/23,,,read,"It was like reading a fan fiction of a world not so different from ours but yet so hopeful and I loved it.  It wasn't just the gay romance (which is kinda my weak point xD) but much more, it was about hope and love that we indeed can change our ways if we made the right choices ",,,1,0
225750,Selected Poems,Gwendolyn Brooks,"Brooks, Gwendolyn",,"=""0060882964""","=""9780060882969""",0,4.22,Harper Perennial Modern Classics,Paperback,161,2006,1963,,2021/04/04,to-read,to-read (#184),to-read,,,,0,0
5188251,Bloodchild,Tim Bowler,"Bowler, Tim",,"=""1848415001""","=""9781848415003""",0,3.80,"Oxford : Oxford University Press, 2008",Hardcover,339,2008,2008,,2021/04/04,to-read,to-read (#183),to-read,,,,0,0
